target_id,go_id,go_name,go_aspect
CHEMBL2363066,GO:0007603,"phototransduction, visible light",GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0043153,entrainment of circadian clock by photoperiod,GoProcess
CHEMBL2363066,GO:0060041,retina development in camera-type eye,GoProcess
CHEMBL2363066,GO:1990009,retinal cell apoptotic process,GoProcess
CHEMBL2363066,GO:0042622,photoreceptor outer segment membrane,GoComponent
CHEMBL2363066,GO:0001750,photoreceptor outer segment,GoComponent
CHEMBL2363066,GO:0005886,plasma membrane,GoComponent
CHEMBL2363066,GO:0016020,membrane,GoComponent
CHEMBL2363066,GO:0042995,cell projection,GoComponent
CHEMBL2363066,GO:0097381,photoreceptor disc membrane,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0005515,protein binding,GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0019899,enzyme binding,GoFunction
CHEMBL2363066,GO:0030552,cAMP binding,GoFunction
CHEMBL2363066,GO:0031698,beta-2 adrenergic receptor binding,GoFunction
CHEMBL2363066,GO:0044325,transmembrane transporter binding,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0051117,ATPase binding,GoFunction
CHEMBL2363066,GO:0097110,scaffold protein binding,GoFunction
CHEMBL2363066,GO:0002027,regulation of heart rate,GoProcess
CHEMBL2363066,GO:0006198,cAMP catabolic process,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0010460,positive regulation of heart rate,GoProcess
CHEMBL2363066,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0032729,positive regulation of type II interferon production,GoProcess
CHEMBL2363066,GO:0032743,positive regulation of interleukin-2 production,GoProcess
CHEMBL2363066,GO:0032754,positive regulation of interleukin-5 production,GoProcess
CHEMBL2363066,GO:0033137,negative regulation of peptidyl-serine phosphorylation,GoProcess
CHEMBL2363066,GO:0045822,negative regulation of heart contraction,GoProcess
CHEMBL2363066,GO:0050852,T cell receptor signaling pathway,GoProcess
CHEMBL2363066,GO:0061028,establishment of endothelial barrier,GoProcess
CHEMBL2363066,GO:0071875,adrenergic receptor signaling pathway,GoProcess
CHEMBL2363066,GO:0086004,regulation of cardiac muscle cell contraction,GoProcess
CHEMBL2363066,GO:0106072,negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,GoProcess
CHEMBL2363066,GO:1901844,regulation of cell communication by electrical coupling involved in cardiac conduction,GoProcess
CHEMBL2363066,GO:1901898,negative regulation of relaxation of cardiac muscle,GoProcess
CHEMBL2363066,GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,GoProcess
CHEMBL2363066,GO:0005634,nucleus,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0048471,perinuclear region of cytoplasm,GoComponent
CHEMBL2363066,GO:0005737,cytoplasm,GoComponent
CHEMBL2363066,GO:0005813,centrosome,GoComponent
CHEMBL2363066,GO:0005856,cytoskeleton,GoComponent
CHEMBL2363066,GO:0005886,plasma membrane,GoComponent
CHEMBL2363066,GO:0016324,apical plasma membrane,GoComponent
CHEMBL2363066,GO:0005891,voltage-gated calcium channel complex,GoComponent
CHEMBL2363066,GO:0034704,calcium channel complex,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0005515,protein binding,GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0030552,cAMP binding,GoFunction
CHEMBL2363066,GO:0043015,gamma-tubulin binding,GoFunction
CHEMBL2363066,GO:0044325,transmembrane transporter binding,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0001780,neutrophil homeostasis,GoProcess
CHEMBL2363066,GO:0006198,cAMP catabolic process,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0030593,neutrophil chemotaxis,GoProcess
CHEMBL2363066,GO:0032729,positive regulation of type II interferon production,GoProcess
CHEMBL2363066,GO:0032743,positive regulation of interleukin-2 production,GoProcess
CHEMBL2363066,GO:0050852,T cell receptor signaling pathway,GoProcess
CHEMBL2363066,GO:0050900,leukocyte migration,GoProcess
CHEMBL2363066,GO:0071222,cellular response to lipopolysaccharide,GoProcess
CHEMBL2363066,GO:0071466,cellular response to xenobiotic stimulus,GoProcess
CHEMBL2363066,GO:0071872,cellular response to epinephrine stimulus,GoProcess
CHEMBL2363066,GO:0071878,negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway,GoProcess
CHEMBL2363066,GO:0086004,regulation of cardiac muscle cell contraction,GoProcess
CHEMBL2363066,GO:1901898,negative regulation of relaxation of cardiac muscle,GoProcess
CHEMBL2363066,GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,GoProcess
CHEMBL2363066,GO:0005634,nucleus,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0048471,perinuclear region of cytoplasm,GoComponent
CHEMBL2363066,GO:0005737,cytoplasm,GoComponent
CHEMBL2363066,GO:0005813,centrosome,GoComponent
CHEMBL2363066,GO:0005886,plasma membrane,GoComponent
CHEMBL2363066,GO:0014069,postsynaptic density,GoComponent
CHEMBL2363066,GO:0016020,membrane,GoComponent
CHEMBL2363066,GO:0030018,Z disc,GoComponent
CHEMBL2363066,GO:0043197,dendritic spine,GoComponent
CHEMBL2363066,GO:0060076,excitatory synapse,GoComponent
CHEMBL2363066,GO:0071944,cell periphery,GoComponent
CHEMBL2363066,GO:0000930,gamma-tubulin complex,GoComponent
CHEMBL2363066,GO:0005891,voltage-gated calcium channel complex,GoComponent
CHEMBL2363066,GO:0005095,GTPase inhibitor activity,GoFunction
CHEMBL2363066,GO:0005515,protein binding,GoFunction
CHEMBL2363066,GO:0031267,small GTPase binding,GoFunction
CHEMBL2363066,GO:0007601,visual perception,GoProcess
CHEMBL2363066,GO:0050953,sensory perception of light stimulus,GoProcess
CHEMBL2363066,GO:0005737,cytoplasm,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0005856,cytoskeleton,GoComponent
CHEMBL2363066,GO:0005929,cilium,GoComponent
CHEMBL2363066,GO:0016020,membrane,GoComponent
CHEMBL2363066,GO:0030659,cytoplasmic vesicle membrane,GoComponent
CHEMBL2363066,GO:0042995,cell projection,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004117,"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0048101,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0007601,visual perception,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0060041,retina development in camera-type eye,GoProcess
CHEMBL2363066,GO:0042622,photoreceptor outer segment membrane,GoComponent
CHEMBL2363066,GO:0001750,photoreceptor outer segment,GoComponent
CHEMBL2363066,GO:0005886,plasma membrane,GoComponent
CHEMBL2363066,GO:0042995,cell projection,GoComponent
CHEMBL2363066,GO:0097381,photoreceptor disc membrane,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004118,"3',5'-cGMP-stimulated cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004119,"3',5'-cGMP-inhibited cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0005515,protein binding,GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0043422,protein kinase B binding,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0001525,angiogenesis,GoProcess
CHEMBL2363066,GO:0007162,negative regulation of cell adhesion,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0007186,G protein-coupled receptor signaling pathway,GoProcess
CHEMBL2363066,GO:0016525,negative regulation of angiogenesis,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0032869,cellular response to insulin stimulus,GoProcess
CHEMBL2363066,GO:0033629,negative regulation of cell adhesion mediated by integrin,GoProcess
CHEMBL2363066,GO:0050995,negative regulation of lipid catabolic process,GoProcess
CHEMBL2363066,GO:0106072,negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,GoProcess
CHEMBL2363066,GO:0005783,endoplasmic reticulum,GoComponent
CHEMBL2363066,GO:0005794,Golgi apparatus,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0016020,membrane,GoComponent
CHEMBL2363066,GO:0032045,guanyl-nucleotide exchange factor complex,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004117,"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0030553,cGMP binding,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0048101,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0007601,visual perception,GoProcess
CHEMBL2363066,GO:0007603,"phototransduction, visible light",GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0046549,retinal cone cell development,GoProcess
CHEMBL2363066,GO:0050953,sensory perception of light stimulus,GoProcess
CHEMBL2363066,GO:0005886,plasma membrane,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0001662,behavioral fear response,GoProcess
CHEMBL2363066,GO:0006198,cAMP catabolic process,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0008542,visual learning,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0035106,operant conditioning,GoProcess
CHEMBL2363066,GO:0046676,negative regulation of insulin secretion,GoProcess
CHEMBL2363066,GO:0050885,neuromuscular process controlling balance,GoProcess
CHEMBL2363066,GO:0061179,negative regulation of insulin secretion involved in cellular response to glucose stimulus,GoProcess
CHEMBL2363066,GO:0070374,positive regulation of ERK1 and ERK2 cascade,GoProcess
CHEMBL2363066,GO:0090032,negative regulation of steroid hormone biosynthetic process,GoProcess
CHEMBL2363066,GO:0005634,nucleus,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0048471,perinuclear region of cytoplasm,GoComponent
CHEMBL2363066,GO:0004112,cyclic-nucleotide phosphodiesterase activity,GoFunction
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004118,"3',5'-cGMP-stimulated cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004119,"3',5'-cGMP-inhibited cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0030552,cAMP binding,GoFunction
CHEMBL2363066,GO:0030553,cGMP binding,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0006198,cAMP catabolic process,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0010754,negative regulation of cGMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0043951,negative regulation of cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0046069,cGMP catabolic process,GoProcess
CHEMBL2363066,GO:0005737,cytoplasm,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0043025,neuronal cell body,GoComponent
CHEMBL2363066,GO:0043204,perikaryon,GoComponent
CHEMBL2363066,GO:0098978,glutamatergic synapse,GoComponent
CHEMBL2363066,GO:0099147,extrinsic component of postsynaptic density membrane,GoComponent
CHEMBL2363066,GO:0004112,cyclic-nucleotide phosphodiesterase activity,GoFunction
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004117,"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004118,"3',5'-cGMP-stimulated cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004119,"3',5'-cGMP-inhibited cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0005515,protein binding,GoFunction
CHEMBL2363066,GO:0005516,calmodulin binding,GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0048101,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0007626,locomotory behavior,GoProcess
CHEMBL2363066,GO:0008542,visual learning,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0030224,monocyte differentiation,GoProcess
CHEMBL2363066,GO:0042420,dopamine catabolic process,GoProcess
CHEMBL2363066,GO:0042428,serotonin metabolic process,GoProcess
CHEMBL2363066,GO:0043025,neuronal cell body,GoComponent
CHEMBL2363066,GO:0005737,cytoplasm,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0006198,cAMP catabolic process,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0005634,nucleus,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0048471,perinuclear region of cytoplasm,GoComponent
CHEMBL2363066,GO:0005615,extracellular space,GoComponent
CHEMBL2363066,GO:0005929,cilium,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004117,"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0005516,calmodulin binding,GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0048101,"calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0043025,neuronal cell body,GoComponent
CHEMBL2363066,GO:0005764,lysosome,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0019900,kinase binding,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0006198,cAMP catabolic process,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0070374,positive regulation of ERK1 and ERK2 cascade,GoProcess
CHEMBL2363066,GO:0005634,nucleus,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0048471,perinuclear region of cytoplasm,GoComponent
CHEMBL2363066,GO:0070062,extracellular exosome,GoComponent
CHEMBL2363066,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0016787,hydrolase activity,GoFunction
CHEMBL2363066,GO:0046872,metal ion binding,GoFunction
CHEMBL2363066,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",GoFunction
CHEMBL2363066,GO:0006198,cAMP catabolic process,GoProcess
CHEMBL2363066,GO:0007165,signal transduction,GoProcess
CHEMBL2363066,GO:0007268,chemical synaptic transmission,GoProcess
CHEMBL2363066,GO:0019933,cAMP-mediated signaling,GoProcess
CHEMBL2363066,GO:0005634,nucleus,GoComponent
CHEMBL2363066,GO:0005829,cytosol,GoComponent
CHEMBL2363066,GO:0048471,perinuclear region of cytoplasm,GoComponent
CHEMBL2363066,GO:0045202,synapse,GoComponent
CHEMBL1839,GO:0005615,extracellular space,GoComponent
CHEMBL1839,GO:0005886,plasma membrane,GoComponent
CHEMBL1839,GO:0009986,cell surface,GoComponent
CHEMBL1839,GO:0016020,membrane,GoComponent
CHEMBL1839,GO:0004447,iodide peroxidase activity,GoFunction
CHEMBL1839,GO:0004601,peroxidase activity,GoFunction
CHEMBL1839,GO:0005509,calcium ion binding,GoFunction
CHEMBL1839,GO:0046872,metal ion binding,GoFunction
CHEMBL1839,GO:0006590,thyroid hormone generation,GoProcess
CHEMBL1839,GO:0006979,response to oxidative stress,GoProcess
CHEMBL1839,GO:0035162,embryonic hemopoiesis,GoProcess
CHEMBL1839,GO:0042446,hormone biosynthetic process,GoProcess
CHEMBL1839,GO:0042744,hydrogen peroxide catabolic process,GoProcess
CHEMBL1839,GO:0098869,cellular oxidant detoxification,GoProcess
CHEMBL2019,GO:0005783,endoplasmic reticulum,GoComponent
CHEMBL2019,GO:0005789,endoplasmic reticulum membrane,GoComponent
CHEMBL2019,GO:0005886,plasma membrane,GoComponent
CHEMBL2019,GO:0016020,membrane,GoComponent
CHEMBL2019,GO:0004800,thyroxine 5'-deiodinase activity,GoFunction
CHEMBL2019,GO:0016491,oxidoreductase activity,GoFunction
CHEMBL2019,GO:0006520,amino acid metabolic process,GoProcess
CHEMBL2019,GO:0006590,thyroid hormone generation,GoProcess
CHEMBL2019,GO:0042403,thyroid hormone metabolic process,GoProcess
CHEMBL2019,GO:0042446,hormone biosynthetic process,GoProcess
CHEMBL2093866,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GoFunction
CHEMBL2093866,GO:0003677,DNA binding,GoFunction
CHEMBL2093866,GO:0003707,nuclear steroid receptor activity,GoFunction
CHEMBL2093866,GO:0004879,nuclear receptor activity,GoFunction
CHEMBL2093866,GO:0005496,steroid binding,GoFunction
CHEMBL2093866,GO:0005515,protein binding,GoFunction
CHEMBL2093866,GO:0008270,zinc ion binding,GoFunction
CHEMBL2093866,GO:0019899,enzyme binding,GoFunction
CHEMBL2093866,GO:0030284,nuclear estrogen receptor activity,GoFunction
CHEMBL2093866,GO:0034056,estrogen response element binding,GoFunction
CHEMBL2093866,GO:0043565,sequence-specific DNA binding,GoFunction
CHEMBL2093866,GO:0046872,metal ion binding,GoFunction
CHEMBL2093866,GO:0048019,receptor antagonist activity,GoFunction
CHEMBL2093866,GO:1990837,sequence-specific double-stranded DNA binding,GoFunction
CHEMBL2093866,GO:0000122,negative regulation of transcription by RNA polymerase II,GoProcess
CHEMBL2093866,GO:0007165,signal transduction,GoProcess
CHEMBL2093866,GO:0007267,cell-cell signaling,GoProcess
CHEMBL2093866,GO:0030308,negative regulation of cell growth,GoProcess
CHEMBL2093866,GO:0030520,estrogen receptor signaling pathway,GoProcess
CHEMBL2093866,GO:0045893,positive regulation of DNA-templated transcription,GoProcess
CHEMBL2093866,GO:0071391,cellular response to estrogen stimulus,GoProcess
CHEMBL2093866,GO:0071392,cellular response to estradiol stimulus,GoProcess
CHEMBL2093866,GO:0000785,chromatin,GoComponent
CHEMBL2093866,GO:0005634,nucleus,GoComponent
CHEMBL2093866,GO:0005654,nucleoplasm,GoComponent
CHEMBL2093866,GO:0005739,mitochondrion,GoComponent
CHEMBL2093866,GO:0045944,positive regulation of transcription by RNA polymerase II,GoProcess
CHEMBL2093866,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GoFunction
CHEMBL2093866,GO:0001093,TFIIB-class transcription factor binding,GoFunction
CHEMBL2093866,GO:0001221,transcription coregulator binding,GoFunction
CHEMBL2093866,GO:0001222,transcription corepressor binding,GoFunction
CHEMBL2093866,GO:0001223,transcription coactivator binding,GoFunction
CHEMBL2093866,GO:0003677,DNA binding,GoFunction
CHEMBL2093866,GO:0003682,chromatin binding,GoFunction
CHEMBL2093866,GO:0004879,nuclear receptor activity,GoFunction
CHEMBL2093866,GO:0005496,steroid binding,GoFunction
CHEMBL2093866,GO:0005515,protein binding,GoFunction
CHEMBL2093866,GO:0005516,calmodulin binding,GoFunction
CHEMBL2093866,GO:0008013,beta-catenin binding,GoFunction
CHEMBL2093866,GO:0008270,zinc ion binding,GoFunction
CHEMBL2093866,GO:0017025,TBP-class protein binding,GoFunction
CHEMBL2093866,GO:0019899,enzyme binding,GoFunction
CHEMBL2093866,GO:0019901,protein kinase binding,GoFunction
CHEMBL2093866,GO:0030235,nitric-oxide synthase regulator activity,GoFunction
CHEMBL2093866,GO:0030284,nuclear estrogen receptor activity,GoFunction
CHEMBL2093866,GO:0030331,nuclear estrogen receptor binding,GoFunction
CHEMBL2093866,GO:0034056,estrogen response element binding,GoFunction
CHEMBL2093866,GO:0042802,identical protein binding,GoFunction
CHEMBL2093866,GO:0043565,sequence-specific DNA binding,GoFunction
CHEMBL2093866,GO:0046872,metal ion binding,GoFunction
CHEMBL2093866,GO:0051117,ATPase binding,GoFunction
CHEMBL2093866,GO:0071889,14-3-3 protein binding,GoFunction
CHEMBL2093866,GO:1990837,sequence-specific double-stranded DNA binding,GoFunction
CHEMBL2093866,GO:0000122,negative regulation of transcription by RNA polymerase II,GoProcess
CHEMBL2093866,GO:0001547,antral ovarian follicle growth,GoProcess
CHEMBL2093866,GO:0002064,epithelial cell development,GoProcess
CHEMBL2093866,GO:0007165,signal transduction,GoProcess
CHEMBL2093866,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,GoProcess
CHEMBL2093866,GO:0007204,positive regulation of cytosolic calcium ion concentration,GoProcess
CHEMBL2093866,GO:0008209,androgen metabolic process,GoProcess
CHEMBL2093866,GO:0008584,male gonad development,GoProcess
CHEMBL2093866,GO:0010629,negative regulation of gene expression,GoProcess
CHEMBL2093866,GO:0030518,nuclear receptor-mediated steroid hormone signaling pathway,GoProcess
CHEMBL2093866,GO:0030520,estrogen receptor signaling pathway,GoProcess
CHEMBL2093866,GO:0034121,regulation of toll-like receptor signaling pathway,GoProcess
CHEMBL2093866,GO:0034392,negative regulation of smooth muscle cell apoptotic process,GoProcess
CHEMBL2093866,GO:0043124,negative regulation of canonical NF-kappaB signal transduction,GoProcess
CHEMBL2093866,GO:0043401,steroid hormone receptor signaling pathway,GoProcess
CHEMBL2093866,GO:0045893,positive regulation of DNA-templated transcription,GoProcess
CHEMBL2093866,GO:0048144,fibroblast proliferation,GoProcess
CHEMBL2093866,GO:0048146,positive regulation of fibroblast proliferation,GoProcess
CHEMBL2093866,GO:0048863,stem cell differentiation,GoProcess
CHEMBL2093866,GO:0050727,regulation of inflammatory response,GoProcess
CHEMBL2093866,GO:0051123,RNA polymerase II preinitiation complex assembly,GoProcess
CHEMBL2093866,GO:0060065,uterus development,GoProcess
CHEMBL2093866,GO:0060068,vagina development,GoProcess
CHEMBL2093866,GO:0060523,prostate epithelial cord elongation,GoProcess
CHEMBL2093866,GO:0060527,prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis,GoProcess
CHEMBL2093866,GO:0060687,regulation of branching involved in prostate gland morphogenesis,GoProcess
CHEMBL2093866,GO:0060745,mammary gland branching involved in pregnancy,GoProcess
CHEMBL2093866,GO:0060749,mammary gland alveolus development,GoProcess
CHEMBL2093866,GO:0060750,epithelial cell proliferation involved in mammary gland duct elongation,GoProcess
CHEMBL2093866,GO:0071168,protein localization to chromatin,GoProcess
CHEMBL2093866,GO:0071391,cellular response to estrogen stimulus,GoProcess
CHEMBL2093866,GO:0071392,cellular response to estradiol stimulus,GoProcess
CHEMBL2093866,GO:1902894,negative regulation of miRNA transcription,GoProcess
CHEMBL2093866,GO:1904035,regulation of epithelial cell apoptotic process,GoProcess
CHEMBL2093866,GO:0000785,chromatin,GoComponent
