target_id,go_id,go_name,go_aspect
CHEMBL2362995,GO:0005886,plasma membrane,GoComponent
CHEMBL2362995,GO:0005891,voltage-gated calcium channel complex,GoComponent
CHEMBL2362995,GO:0016020,membrane,GoComponent
CHEMBL2362995,GO:0034702,monoatomic ion channel complex,GoComponent
CHEMBL2362995,GO:0005244,voltage-gated monoatomic ion channel activity,GoFunction
CHEMBL2362995,GO:0005245,voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0005261,monoatomic cation channel activity,GoFunction
CHEMBL2362995,GO:0005262,calcium channel activity,GoFunction
CHEMBL2362995,GO:0005515,protein binding,GoFunction
CHEMBL2362995,GO:0008331,high voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0008332,low voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0046872,metal ion binding,GoFunction
CHEMBL2362995,GO:0046873,metal ion transmembrane transporter activity,GoFunction
CHEMBL2362995,GO:0097110,scaffold protein binding,GoFunction
CHEMBL2362995,GO:0007517,muscle organ development,GoProcess
CHEMBL2362995,GO:0007520,myoblast fusion,GoProcess
CHEMBL2362995,GO:0008016,regulation of heart contraction,GoProcess
CHEMBL2362995,GO:0032342,aldosterone biosynthetic process,GoProcess
CHEMBL2362995,GO:0032870,cellular response to hormone stimulus,GoProcess
CHEMBL2362995,GO:0034651,cortisol biosynthetic process,GoProcess
CHEMBL2362995,GO:0035865,cellular response to potassium ion,GoProcess
CHEMBL2362995,GO:0042391,regulation of membrane potential,GoProcess
CHEMBL2362995,GO:0070509,calcium ion import,GoProcess
CHEMBL2362995,GO:0070588,calcium ion transmembrane transport,GoProcess
CHEMBL2362995,GO:0098662,inorganic cation transmembrane transport,GoProcess
CHEMBL2362995,GO:0098703,calcium ion import across plasma membrane,GoProcess
CHEMBL2362995,GO:2000344,positive regulation of acrosome reaction,GoProcess
CHEMBL2362995,GO:0005737,cytoplasm,GoComponent
CHEMBL2362995,GO:0005886,plasma membrane,GoComponent
CHEMBL2362995,GO:0005891,voltage-gated calcium channel complex,GoComponent
CHEMBL2362995,GO:0016020,membrane,GoComponent
CHEMBL2362995,GO:0034702,monoatomic ion channel complex,GoComponent
CHEMBL2362995,GO:0045202,synapse,GoComponent
CHEMBL2362995,GO:0005245,voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0005261,monoatomic cation channel activity,GoFunction
CHEMBL2362995,GO:0005262,calcium channel activity,GoFunction
CHEMBL2362995,GO:0008331,high voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0008332,low voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0046873,metal ion transmembrane transporter activity,GoFunction
CHEMBL2362995,GO:0086056,voltage-gated calcium channel activity involved in AV node cell action potential,GoFunction
CHEMBL2362995,GO:0086059,voltage-gated calcium channel activity involved SA node cell action potential,GoFunction
CHEMBL2362995,GO:0097110,scaffold protein binding,GoFunction
CHEMBL2362995,GO:0001508,action potential,GoProcess
CHEMBL2362995,GO:0002027,regulation of heart rate,GoProcess
CHEMBL2362995,GO:0003163,sinoatrial node development,GoProcess
CHEMBL2362995,GO:0006816,calcium ion transport,GoProcess
CHEMBL2362995,GO:0007268,chemical synaptic transmission,GoProcess
CHEMBL2362995,GO:0042391,regulation of membrane potential,GoProcess
CHEMBL2362995,GO:0060371,regulation of atrial cardiac muscle cell membrane depolarization,GoProcess
CHEMBL2362995,GO:0070509,calcium ion import,GoProcess
CHEMBL2362995,GO:0070588,calcium ion transmembrane transport,GoProcess
CHEMBL2362995,GO:0086002,cardiac muscle cell action potential involved in contraction,GoProcess
CHEMBL2362995,GO:0086015,SA node cell action potential,GoProcess
CHEMBL2362995,GO:0086016,AV node cell action potential,GoProcess
CHEMBL2362995,GO:0086018,SA node cell to atrial cardiac muscle cell signaling,GoProcess
CHEMBL2362995,GO:0086027,AV node cell to bundle of His cell signaling,GoProcess
CHEMBL2362995,GO:0086045,membrane depolarization during AV node cell action potential,GoProcess
CHEMBL2362995,GO:0086046,membrane depolarization during SA node cell action potential,GoProcess
CHEMBL2362995,GO:0086091,regulation of heart rate by cardiac conduction,GoProcess
CHEMBL2362995,GO:0098662,inorganic cation transmembrane transport,GoProcess
CHEMBL2362995,GO:0098703,calcium ion import across plasma membrane,GoProcess
CHEMBL2362995,GO:0005886,plasma membrane,GoComponent
CHEMBL2362995,GO:0005891,voltage-gated calcium channel complex,GoComponent
CHEMBL2362995,GO:0016020,membrane,GoComponent
CHEMBL2362995,GO:0034702,monoatomic ion channel complex,GoComponent
CHEMBL2362995,GO:0005245,voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0005261,monoatomic cation channel activity,GoFunction
CHEMBL2362995,GO:0005262,calcium channel activity,GoFunction
CHEMBL2362995,GO:0005515,protein binding,GoFunction
CHEMBL2362995,GO:0008331,high voltage-gated calcium channel activity,GoFunction
CHEMBL2362995,GO:0046873,metal ion transmembrane transporter activity,GoFunction
CHEMBL2362995,GO:0006816,calcium ion transport,GoProcess
CHEMBL2362995,GO:0007165,signal transduction,GoProcess
CHEMBL2362995,GO:0019228,neuronal action potential,GoProcess
CHEMBL2362995,GO:0030431,sleep,GoProcess
CHEMBL2362995,GO:0070588,calcium ion transmembrane transport,GoProcess
CHEMBL2362995,GO:0098662,inorganic cation transmembrane transport,GoProcess
CHEMBL2362995,GO:0098703,calcium ion import across plasma membrane,GoProcess
CHEMBL2354204,GO:0043093,FtsZ-dependent cytokinesis,GoProcess
CHEMBL2354204,GO:0004175,endopeptidase activity,GoFunction
CHEMBL2354204,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0004185,serine-type carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0004252,serine-type endopeptidase activity,GoFunction
CHEMBL2354204,GO:0005515,protein binding,GoFunction
CHEMBL2354204,GO:0008658,penicillin binding,GoFunction
CHEMBL2354204,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0016787,hydrolase activity,GoFunction
CHEMBL2354204,GO:0006508,proteolysis,GoProcess
CHEMBL2354204,GO:0008360,regulation of cell shape,GoProcess
CHEMBL2354204,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL2354204,GO:0046677,response to antibiotic,GoProcess
CHEMBL2354204,GO:0051301,cell division,GoProcess
CHEMBL2354204,GO:0071555,cell wall organization,GoProcess
CHEMBL2354204,GO:0005886,plasma membrane,GoComponent
CHEMBL2354204,GO:0042597,periplasmic space,GoComponent
CHEMBL2354204,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL2354204,GO:0051301,cell division,GoProcess
CHEMBL2354204,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0005515,protein binding,GoFunction
CHEMBL2354204,GO:0008658,penicillin binding,GoFunction
CHEMBL2354204,GO:0008955,peptidoglycan glycosyltransferase activity,GoFunction
CHEMBL2354204,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0000917,division septum assembly,GoProcess
CHEMBL2354204,GO:0006508,proteolysis,GoProcess
CHEMBL2354204,GO:0008360,regulation of cell shape,GoProcess
CHEMBL2354204,GO:0043093,FtsZ-dependent cytokinesis,GoProcess
CHEMBL2354204,GO:0071555,cell wall organization,GoProcess
CHEMBL2354204,GO:0005886,plasma membrane,GoComponent
CHEMBL2354204,GO:0032153,cell division site,GoComponent
CHEMBL2354204,GO:1990586,divisome complex,GoComponent
CHEMBL2354204,GO:0008360,regulation of cell shape,GoProcess
CHEMBL2354204,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL2354204,GO:0046677,response to antibiotic,GoProcess
CHEMBL2354204,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0004185,serine-type carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0005515,protein binding,GoFunction
CHEMBL2354204,GO:0008658,penicillin binding,GoFunction
CHEMBL2354204,GO:0008955,peptidoglycan glycosyltransferase activity,GoFunction
CHEMBL2354204,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0016757,glycosyltransferase activity,GoFunction
CHEMBL2354204,GO:0006508,proteolysis,GoProcess
CHEMBL2354204,GO:0071555,cell wall organization,GoProcess
CHEMBL2354204,GO:0030288,outer membrane-bounded periplasmic space,GoComponent
CHEMBL2354204,GO:0005886,plasma membrane,GoComponent
CHEMBL2354204,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL2354204,GO:0051518,positive regulation of bipolar cell growth,GoProcess
CHEMBL2354204,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0005515,protein binding,GoFunction
CHEMBL2354204,GO:0008233,peptidase activity,GoFunction
CHEMBL2354204,GO:0008658,penicillin binding,GoFunction
CHEMBL2354204,GO:0008955,peptidoglycan glycosyltransferase activity,GoFunction
CHEMBL2354204,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0016757,glycosyltransferase activity,GoFunction
CHEMBL2354204,GO:0006508,proteolysis,GoProcess
CHEMBL2354204,GO:0008360,regulation of cell shape,GoProcess
CHEMBL2354204,GO:0046677,response to antibiotic,GoProcess
CHEMBL2354204,GO:0071433,cell wall repair,GoProcess
CHEMBL2354204,GO:0071555,cell wall organization,GoProcess
CHEMBL2354204,GO:0030288,outer membrane-bounded periplasmic space,GoComponent
CHEMBL2354204,GO:0005886,plasma membrane,GoComponent
CHEMBL2354204,GO:0009274,peptidoglycan-based cell wall,GoComponent
CHEMBL2354204,GO:0016020,membrane,GoComponent
CHEMBL2354204,GO:0008360,regulation of cell shape,GoProcess
CHEMBL2354204,GO:0051301,cell division,GoProcess
CHEMBL2354204,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0005515,protein binding,GoFunction
CHEMBL2354204,GO:0008233,peptidase activity,GoFunction
CHEMBL2354204,GO:0008658,penicillin binding,GoFunction
CHEMBL2354204,GO:0008800,beta-lactamase activity,GoFunction
CHEMBL2354204,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0042803,protein homodimerization activity,GoFunction
CHEMBL2354204,GO:0006508,proteolysis,GoProcess
CHEMBL2354204,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL2354204,GO:0071555,cell wall organization,GoProcess
CHEMBL2354204,GO:0005886,plasma membrane,GoComponent
CHEMBL2354204,GO:0030288,outer membrane-bounded periplasmic space,GoComponent
CHEMBL2354204,GO:0008360,regulation of cell shape,GoProcess
CHEMBL2354204,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL2354204,GO:0046677,response to antibiotic,GoProcess
CHEMBL2354204,GO:0071555,cell wall organization,GoProcess
CHEMBL2354204,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0005515,protein binding,GoFunction
CHEMBL2354204,GO:0008658,penicillin binding,GoFunction
CHEMBL2354204,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0071972,"peptidoglycan L,D-transpeptidase activity",GoFunction
CHEMBL2354204,GO:0006508,proteolysis,GoProcess
CHEMBL2354204,GO:0005886,plasma membrane,GoComponent
CHEMBL2354204,GO:0016020,membrane,GoComponent
CHEMBL2354204,GO:0030288,outer membrane-bounded periplasmic space,GoComponent
CHEMBL2354204,GO:0008360,regulation of cell shape,GoProcess
CHEMBL2354204,GO:0009252,peptidoglycan biosynthetic process,GoProcess
CHEMBL2354204,GO:0004180,carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0008233,peptidase activity,GoFunction
CHEMBL2354204,GO:0008658,penicillin binding,GoFunction
CHEMBL2354204,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,GoFunction
CHEMBL2354204,GO:0042803,protein homodimerization activity,GoFunction
CHEMBL2354204,GO:0006508,proteolysis,GoProcess
CHEMBL2354204,GO:0071555,cell wall organization,GoProcess
CHEMBL2354204,GO:0005886,plasma membrane,GoComponent
CHEMBL2354204,GO:0030288,outer membrane-bounded periplasmic space,GoComponent
CHEMBL1893,GO:0005813,centrosome,GoComponent
CHEMBL1893,GO:0005886,plasma membrane,GoComponent
CHEMBL1893,GO:0016020,membrane,GoComponent
CHEMBL1893,GO:0030424,axon,GoComponent
CHEMBL1893,GO:0030425,dendrite,GoComponent
CHEMBL1893,GO:0030667,secretory granule membrane,GoComponent
CHEMBL1893,GO:0030672,synaptic vesicle membrane,GoComponent
CHEMBL1893,GO:0042995,cell projection,GoComponent
CHEMBL1893,GO:0043195,terminal bouton,GoComponent
CHEMBL1893,GO:0045202,synapse,GoComponent
CHEMBL1893,GO:0070083,clathrin-sculpted monoamine transport vesicle membrane,GoComponent
CHEMBL1893,GO:0098691,dopaminergic synapse,GoComponent
CHEMBL1893,GO:0005335,serotonin:sodium:chloride symporter activity,GoFunction
CHEMBL1893,GO:0005515,protein binding,GoFunction
CHEMBL1893,GO:0008504,monoamine transmembrane transporter activity,GoFunction
CHEMBL1893,GO:0015311,monoamine:proton antiporter activity,GoFunction
CHEMBL1893,GO:0022857,transmembrane transporter activity,GoFunction
CHEMBL1893,GO:0002552,serotonin secretion by mast cell,GoProcess
CHEMBL1893,GO:0002553,histamine secretion by mast cell,GoProcess
CHEMBL1893,GO:0006836,neurotransmitter transport,GoProcess
CHEMBL1893,GO:0007268,chemical synaptic transmission,GoProcess
CHEMBL1893,GO:0007626,locomotory behavior,GoProcess
CHEMBL1893,GO:0009636,response to toxic substance,GoProcess
CHEMBL1893,GO:0015842,aminergic neurotransmitter loading into synaptic vesicle,GoProcess
CHEMBL1893,GO:0015872,dopamine transport,GoProcess
CHEMBL1893,GO:0051610,serotonin uptake,GoProcess
CHEMBL1893,GO:0051615,histamine uptake,GoProcess
CHEMBL1893,GO:0055085,transmembrane transport,GoProcess
CHEMBL1893,GO:0098700,neurotransmitter loading into synaptic vesicle,GoProcess
CHEMBL1893,GO:0099123,somato-dendritic dopamine secretion,GoProcess
CHEMBL1893,GO:1902600,proton transmembrane transport,GoProcess
CHEMBL1893,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,GoProcess
CHEMBL1911,GO:0005739,mitochondrion,GoComponent
CHEMBL1911,GO:0045202,synapse,GoComponent
CHEMBL1911,GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity,GoFunction
CHEMBL1911,GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,GoFunction
CHEMBL1911,GO:0016491,oxidoreductase activity,GoFunction
CHEMBL1911,GO:0042802,identical protein binding,GoFunction
CHEMBL1911,GO:0006105,succinate metabolic process,GoProcess
CHEMBL1911,GO:0006536,glutamate metabolic process,GoProcess
CHEMBL1911,GO:0007417,central nervous system development,GoProcess
CHEMBL1911,GO:0009448,gamma-aminobutyric acid metabolic process,GoProcess
CHEMBL1911,GO:0009450,gamma-aminobutyric acid catabolic process,GoProcess
CHEMBL1911,GO:0051932,"synaptic transmission, GABAergic",GoProcess
CHEMBL2362993,GO:0005829,cytosol,GoComponent
CHEMBL2362993,GO:0004156,dihydropteroate synthase activity,GoFunction
CHEMBL2362993,GO:0016740,transferase activity,GoFunction
CHEMBL2362993,GO:0046872,metal ion binding,GoFunction
CHEMBL2362993,GO:0009396,folic acid-containing compound biosynthetic process,GoProcess
CHEMBL2362993,GO:0046654,tetrahydrofolate biosynthetic process,GoProcess
CHEMBL2362993,GO:0046656,folic acid biosynthetic process,GoProcess
CHEMBL230,GO:0005634,nucleus,GoComponent
CHEMBL230,GO:0005637,nuclear inner membrane,GoComponent
CHEMBL230,GO:0005640,nuclear outer membrane,GoComponent
CHEMBL230,GO:0005737,cytoplasm,GoComponent
CHEMBL230,GO:0005783,endoplasmic reticulum,GoComponent
CHEMBL230,GO:0005788,endoplasmic reticulum lumen,GoComponent
CHEMBL230,GO:0005789,endoplasmic reticulum membrane,GoComponent
CHEMBL230,GO:0005901,caveola,GoComponent
CHEMBL230,GO:0016020,membrane,GoComponent
CHEMBL230,GO:0032991,protein-containing complex,GoComponent
CHEMBL230,GO:0043005,neuron projection,GoComponent
CHEMBL230,GO:0004601,peroxidase activity,GoFunction
CHEMBL230,GO:0004666,prostaglandin-endoperoxide synthase activity,GoFunction
CHEMBL230,GO:0005515,protein binding,GoFunction
CHEMBL230,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",GoFunction
CHEMBL230,GO:0019899,enzyme binding,GoFunction
CHEMBL230,GO:0042803,protein homodimerization activity,GoFunction
CHEMBL230,GO:0046872,metal ion binding,GoFunction
CHEMBL230,GO:0051213,dioxygenase activity,GoFunction
CHEMBL230,GO:0001516,prostaglandin biosynthetic process,GoProcess
CHEMBL230,GO:0001525,angiogenesis,GoProcess
CHEMBL230,GO:0006979,response to oxidative stress,GoProcess
CHEMBL230,GO:0007566,embryo implantation,GoProcess
CHEMBL230,GO:0007612,learning,GoProcess
CHEMBL230,GO:0007613,memory,GoProcess
CHEMBL230,GO:0008217,regulation of blood pressure,GoProcess
CHEMBL230,GO:0008284,positive regulation of cell population proliferation,GoProcess
CHEMBL230,GO:0008285,negative regulation of cell population proliferation,GoProcess
CHEMBL230,GO:0010575,positive regulation of vascular endothelial growth factor production,GoProcess
CHEMBL230,GO:0019371,cyclooxygenase pathway,GoProcess
CHEMBL230,GO:0030282,bone mineralization,GoProcess
CHEMBL230,GO:0031394,positive regulation of prostaglandin biosynthetic process,GoProcess
CHEMBL230,GO:0031622,positive regulation of fever generation,GoProcess
CHEMBL230,GO:0031915,positive regulation of synaptic plasticity,GoProcess
CHEMBL230,GO:0032227,"negative regulation of synaptic transmission, dopaminergic",GoProcess
CHEMBL230,GO:0032310,prostaglandin secretion,GoProcess
CHEMBL230,GO:0034605,cellular response to heat,GoProcess
CHEMBL230,GO:0035633,maintenance of blood-brain barrier,GoProcess
CHEMBL230,GO:0042127,regulation of cell population proliferation,GoProcess
CHEMBL230,GO:0042307,positive regulation of protein import into nucleus,GoProcess
CHEMBL230,GO:0042633,hair cycle,GoProcess
CHEMBL230,GO:0043065,positive regulation of apoptotic process,GoProcess
CHEMBL230,GO:0043066,negative regulation of apoptotic process,GoProcess
CHEMBL230,GO:0045429,positive regulation of nitric oxide biosynthetic process,GoProcess
CHEMBL230,GO:0045786,negative regulation of cell cycle,GoProcess
CHEMBL230,GO:0045907,positive regulation of vasoconstriction,GoProcess
CHEMBL230,GO:0045986,negative regulation of smooth muscle contraction,GoProcess
CHEMBL230,GO:0045987,positive regulation of smooth muscle contraction,GoProcess
CHEMBL230,GO:0046697,decidualization,GoProcess
CHEMBL230,GO:0048661,positive regulation of smooth muscle cell proliferation,GoProcess
CHEMBL230,GO:0050727,regulation of inflammatory response,GoProcess
CHEMBL230,GO:0050873,brown fat cell differentiation,GoProcess
CHEMBL230,GO:0051926,negative regulation of calcium ion transport,GoProcess
CHEMBL230,GO:0051968,"positive regulation of synaptic transmission, glutamatergic",GoProcess
CHEMBL230,GO:0071222,cellular response to lipopolysaccharide,GoProcess
CHEMBL230,GO:0071260,cellular response to mechanical stimulus,GoProcess
CHEMBL230,GO:0071284,cellular response to lead ion,GoProcess
CHEMBL230,GO:0071318,cellular response to ATP,GoProcess
CHEMBL230,GO:0071456,cellular response to hypoxia,GoProcess
CHEMBL230,GO:0071471,cellular response to non-ionic osmotic stress,GoProcess
CHEMBL230,GO:0071498,cellular response to fluid shear stress,GoProcess
CHEMBL230,GO:0071636,positive regulation of transforming growth factor beta production,GoProcess
CHEMBL230,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,GoProcess
CHEMBL230,GO:0090271,positive regulation of fibroblast growth factor production,GoProcess
CHEMBL230,GO:0090336,positive regulation of brown fat cell differentiation,GoProcess
CHEMBL230,GO:0090362,positive regulation of platelet-derived growth factor production,GoProcess
CHEMBL230,GO:0098869,cellular oxidant detoxification,GoProcess
CHEMBL230,GO:0150077,regulation of neuroinflammatory response,GoProcess
CHEMBL230,GO:1902219,negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress,GoProcess
CHEMBL230,GO:1905375,cellular response to homocysteine,GoProcess
CHEMBL2094253,GO:0005634,nucleus,GoComponent
CHEMBL2094253,GO:0005637,nuclear inner membrane,GoComponent
CHEMBL2094253,GO:0005640,nuclear outer membrane,GoComponent
CHEMBL2094253,GO:0005737,cytoplasm,GoComponent
CHEMBL2094253,GO:0005783,endoplasmic reticulum,GoComponent
CHEMBL2094253,GO:0005788,endoplasmic reticulum lumen,GoComponent
CHEMBL2094253,GO:0005789,endoplasmic reticulum membrane,GoComponent
CHEMBL2094253,GO:0005901,caveola,GoComponent
CHEMBL2094253,GO:0016020,membrane,GoComponent
CHEMBL2094253,GO:0032991,protein-containing complex,GoComponent
CHEMBL2094253,GO:0043005,neuron projection,GoComponent
CHEMBL2094253,GO:0004601,peroxidase activity,GoFunction
CHEMBL2094253,GO:0004666,prostaglandin-endoperoxide synthase activity,GoFunction
CHEMBL2094253,GO:0005515,protein binding,GoFunction
CHEMBL2094253,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",GoFunction
CHEMBL2094253,GO:0019899,enzyme binding,GoFunction
CHEMBL2094253,GO:0042803,protein homodimerization activity,GoFunction
CHEMBL2094253,GO:0046872,metal ion binding,GoFunction
CHEMBL2094253,GO:0051213,dioxygenase activity,GoFunction
CHEMBL2094253,GO:0001516,prostaglandin biosynthetic process,GoProcess
CHEMBL2094253,GO:0001525,angiogenesis,GoProcess
CHEMBL2094253,GO:0006979,response to oxidative stress,GoProcess
CHEMBL2094253,GO:0007566,embryo implantation,GoProcess
CHEMBL2094253,GO:0007612,learning,GoProcess
CHEMBL2094253,GO:0007613,memory,GoProcess
CHEMBL2094253,GO:0008217,regulation of blood pressure,GoProcess
CHEMBL2094253,GO:0008284,positive regulation of cell population proliferation,GoProcess
CHEMBL2094253,GO:0008285,negative regulation of cell population proliferation,GoProcess
CHEMBL2094253,GO:0010575,positive regulation of vascular endothelial growth factor production,GoProcess
CHEMBL2094253,GO:0019371,cyclooxygenase pathway,GoProcess
CHEMBL2094253,GO:0030282,bone mineralization,GoProcess
CHEMBL2094253,GO:0031394,positive regulation of prostaglandin biosynthetic process,GoProcess
CHEMBL2094253,GO:0031622,positive regulation of fever generation,GoProcess
CHEMBL2094253,GO:0031915,positive regulation of synaptic plasticity,GoProcess
CHEMBL2094253,GO:0032227,"negative regulation of synaptic transmission, dopaminergic",GoProcess
CHEMBL2094253,GO:0032310,prostaglandin secretion,GoProcess
CHEMBL2094253,GO:0034605,cellular response to heat,GoProcess
CHEMBL2094253,GO:0035633,maintenance of blood-brain barrier,GoProcess
CHEMBL2094253,GO:0042127,regulation of cell population proliferation,GoProcess
CHEMBL2094253,GO:0042307,positive regulation of protein import into nucleus,GoProcess
CHEMBL2094253,GO:0042633,hair cycle,GoProcess
CHEMBL2094253,GO:0043065,positive regulation of apoptotic process,GoProcess
CHEMBL2094253,GO:0043066,negative regulation of apoptotic process,GoProcess
CHEMBL2094253,GO:0045429,positive regulation of nitric oxide biosynthetic process,GoProcess
CHEMBL2094253,GO:0045786,negative regulation of cell cycle,GoProcess
CHEMBL2094253,GO:0045907,positive regulation of vasoconstriction,GoProcess
CHEMBL2094253,GO:0045986,negative regulation of smooth muscle contraction,GoProcess
CHEMBL2094253,GO:0045987,positive regulation of smooth muscle contraction,GoProcess
CHEMBL2094253,GO:0046697,decidualization,GoProcess
CHEMBL2094253,GO:0048661,positive regulation of smooth muscle cell proliferation,GoProcess
CHEMBL2094253,GO:0050727,regulation of inflammatory response,GoProcess
CHEMBL2094253,GO:0050873,brown fat cell differentiation,GoProcess
CHEMBL2094253,GO:0051926,negative regulation of calcium ion transport,GoProcess
CHEMBL2094253,GO:0051968,"positive regulation of synaptic transmission, glutamatergic",GoProcess
CHEMBL2094253,GO:0071222,cellular response to lipopolysaccharide,GoProcess
CHEMBL2094253,GO:0071260,cellular response to mechanical stimulus,GoProcess
CHEMBL2094253,GO:0071284,cellular response to lead ion,GoProcess
CHEMBL2094253,GO:0071318,cellular response to ATP,GoProcess
CHEMBL2094253,GO:0071456,cellular response to hypoxia,GoProcess
CHEMBL2094253,GO:0071471,cellular response to non-ionic osmotic stress,GoProcess
CHEMBL2094253,GO:0071498,cellular response to fluid shear stress,GoProcess
CHEMBL2094253,GO:0071636,positive regulation of transforming growth factor beta production,GoProcess
CHEMBL2094253,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,GoProcess
CHEMBL2094253,GO:0090271,positive regulation of fibroblast growth factor production,GoProcess
CHEMBL2094253,GO:0090336,positive regulation of brown fat cell differentiation,GoProcess
CHEMBL2094253,GO:0090362,positive regulation of platelet-derived growth factor production,GoProcess
CHEMBL2094253,GO:0098869,cellular oxidant detoxification,GoProcess
CHEMBL2094253,GO:0150077,regulation of neuroinflammatory response,GoProcess
CHEMBL2094253,GO:1902219,negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress,GoProcess
CHEMBL2094253,GO:1905375,cellular response to homocysteine,GoProcess
CHEMBL2094253,GO:0001750,photoreceptor outer segment,GoComponent
CHEMBL2094253,GO:0005737,cytoplasm,GoComponent
CHEMBL2094253,GO:0005783,endoplasmic reticulum,GoComponent
CHEMBL2094253,GO:0005789,endoplasmic reticulum membrane,GoComponent
CHEMBL2094253,GO:0005794,Golgi apparatus,GoComponent
CHEMBL2094253,GO:0016020,membrane,GoComponent
CHEMBL2094253,GO:0043005,neuron projection,GoComponent
CHEMBL2094253,GO:0070062,extracellular exosome,GoComponent
CHEMBL2094253,GO:0004601,peroxidase activity,GoFunction
CHEMBL2094253,GO:0004666,prostaglandin-endoperoxide synthase activity,GoFunction
CHEMBL2094253,GO:0005515,protein binding,GoFunction
CHEMBL2094253,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",GoFunction
CHEMBL2094253,GO:0046872,metal ion binding,GoFunction
CHEMBL2094253,GO:0051213,dioxygenase activity,GoFunction
CHEMBL2094253,GO:0001516,prostaglandin biosynthetic process,GoProcess
CHEMBL2094253,GO:0006693,prostaglandin metabolic process,GoProcess
CHEMBL2094253,GO:0006979,response to oxidative stress,GoProcess
CHEMBL2094253,GO:0008217,regulation of blood pressure,GoProcess
CHEMBL2094253,GO:0019371,cyclooxygenase pathway,GoProcess
CHEMBL2094253,GO:0042127,regulation of cell population proliferation,GoProcess
CHEMBL2094253,GO:0098869,cellular oxidant detoxification,GoProcess
CHEMBL2243,GO:0005737,cytoplasm,GoComponent
CHEMBL2243,GO:0005789,endoplasmic reticulum membrane,GoComponent
CHEMBL2243,GO:0005856,cytoskeleton,GoComponent
CHEMBL2243,GO:0016020,membrane,GoComponent
CHEMBL2243,GO:0031090,organelle membrane,GoComponent
CHEMBL2243,GO:0098793,presynapse,GoComponent
CHEMBL2243,GO:0098794,postsynapse,GoComponent
CHEMBL2243,GO:0098978,glutamatergic synapse,GoComponent
CHEMBL2243,GO:0004040,amidase activity,GoFunction
CHEMBL2243,GO:0005515,protein binding,GoFunction
CHEMBL2243,GO:0005543,phospholipid binding,GoFunction
CHEMBL2243,GO:0008289,lipid binding,GoFunction
CHEMBL2243,GO:0016787,hydrolase activity,GoFunction
CHEMBL2243,GO:0016788,"hydrolase activity, acting on ester bonds",GoFunction
CHEMBL2243,GO:0017064,fatty acid amide hydrolase activity,GoFunction
CHEMBL2243,GO:0042802,identical protein binding,GoFunction
CHEMBL2243,GO:0047372,monoacylglycerol lipase activity,GoFunction
CHEMBL2243,GO:0006631,fatty acid metabolic process,GoProcess
