compound_name,smiles
dh376,C#CCOC1CCC(N(C1)C(=O)N2N=CC(=N2)C(C3=CC=C(C=C3)F)(C4=CC=C(C=C4)F)O)CC5=CC=CC=C5
dhhp-6,
diallyl trisulfide,C=CCSSSCC=C
diamide,CN(C)C(=O)N=NC(=O)N(C)C
dibromoacetic acid,C(C(=O)O)(Br)Br
dichloroacetate,C(C(=O)[O-])(Cl)Cl
diethyl maleate,CCOC(=O)C=CC(=O)OCC
diethyldithiocarbamate,CCN(CC)C(=S)[S-]
diethylhydroxylamine,CCN(CC)O
diethylnitrosamine,CCN(CC)N=O
dihydroergocristine methanesulfonate,CC(C)C1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O
dihydroergotamine methanesulfonate,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O
dihydromyricetin,C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O
dihydrorotenon,
dihydrorotenone,CC(C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
dihydroxyflavone,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=CC=C3O2)O)O
dihydrozeatin,CC(CCNC1=NC=NC2=C1NC=N2)CO
diiodomethane,C(I)I
dimethyl formamide,CN(C)C=O
dimethyl fumarate,COC(=O)C=CC(=O)OC
dimethyl sulfide,CSC
dimethyl sulfoxide,CS(=O)C
dimethylaminoethyl p-chlorophenoxyacetate,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl
diosgenin,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1
diphenhydramine hcl,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
diphyenyleneiodonium chloride,
disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC
dl-isocitrate,
dl-lactate,CC(C(=O)[O-])O
dnic-1a,
dofetilide,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
doxazosin mesylate,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O
doxycycline,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
doxycycline hydrochloride,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl
doxylamine succinate,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O
dtt,C(C(C(CS)O)O)S
echinacoside,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)COC4C(C(C(C(O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O
edetate calcium disodium,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2]
edetate disodium,C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].O.O.[Na+].[Na+]
edetic acid,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
egta,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
eicosapentaenoic acid,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
electrolyzed reduced water,
eleutherococcus senticosus extract,
eliprodil,C1CN(CCC1CC2=CC=C(C=C2)F)CC(C3=CC=C(C=C3)Cl)O
ellagic acid,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
emblica officinalis extract,
emodin,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
enalapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
enoxacin,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
epicatechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
epigallocatechin-3-gallate,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
epimedium extract,
epitalon,CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)N
epithalamin,CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)N
epoxy pregnenolone,
erbstatin analog,
erchen wan,
erythorbic acid,C(C(C1C(=C(C(=O)O1)O)O)O)O
erythromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
eserine,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
eserine hemisulfate salt,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.OS(=O)(=O)O
estradiol valerate,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C
ethanol,CCO
ethidium bromide,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-]
ethopropazine,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
ethopropazine hydrochloride,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
ethosuximide,CCC1(CC(=O)NC1=O)C
ethotoin,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
ethoxyquin,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
ethoxzolamide,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
euk-134,COC1=CC=CC(=C1[O-])C=NCCN=CC2=C(C(=CC=C2)OC)[O-].[Cl-].[Mn+3]
euk-8,C1=CC=C(C(=C1)C=NCCN=CC2=CC=CC=C2[O-])[O-].[Cl-].[Mn+3]
everolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
fccp,C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F
felbinac,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
ferric ammonium citrate,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.N.[Fe+3]
ferrous chloride,Cl[Fe]Cl
ferulic acid,COC1=C(C=CC(=C1)C=CC(=O)O)O
ferulsinaic acid,CC1CC(C(C1COC2=CC3=C(C=C2)C=CC(=O)O3)(C)CCC(=O)O)C=C(C)C
fisetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
fish oil,
floxuridine,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
flunarizine,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
flunarizine hydrochloride,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl
flunarizine hydrochloride ii,
fluoranthene,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4
fluprednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O
fluspirilene,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
fluvastatin,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
fluvoxamine,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
folic acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
formonoetin,
fructose,C1C(C(C(C(O1)(CO)O)O)O)O
fucoxanthin,CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=C=C3C(CC(CC3(C)O)OC(=O)C)(C)C
fumarate,C(=CC(=O)[O-])C(=O)[O-]
furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
fw1251,
fw1256,C1=CC=C(C=C1)P2(=S)NC3=CC=CC=C3O2
g109,
galactose,C(C1C(C(C(C(O1)O)O)O)O)O
gallic acid,C1=C(C=C(C(=C1O)O)O)C(=O)O
gamma-tocopherol,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O
ganoderma lucidum extract,
garlic extract,
gdf11,
gedunin,CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C45C(O4)C(=O)OC(C5(CC3)C)C6=COC=C6)C)C)(C)C
geldanamycin,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC
genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
geranylgeranylacetone,CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C
geri-bp002a,
ginkgo biloba extract,
ginseng extract,
glaucarubinone,CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(=O)C=C5C)O)C)OC1=O)O)O)C)O
gliotoxin,CN1C(=O)C23CC4=CC=CC(C4N2C(=O)C1(SS3)CO)O
glucomannan hydrolysate,
gluconic acid,C(C(C(C(C(C(=O)O)O)O)O)O)O
glucose,C(C1C(C(C(C(O1)O)O)O)O)O
glutamate,C(CC(=O)O)C(C(=O)O)N
glutamine,C(CC(=O)N)C(C(=O)O)N
glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
glyceollin i,CC1(C=CC2=C(O1)C=CC3=C2OCC4(C3OC5=C4C=CC(=C5)O)O)C
glycerol,C(C(CO)O)O
glycine,C(C(=O)O)N
glycyrrhizae radix extract,
gr-4d,
gramicidin,
green tea extract,
guanabenz acetate,CC(=O)O.C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
guanfacine hydrochloride,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl
guanine,C1=NC2=C(N1)C(=O)NC(=N2)N
guarana extract,
gyy4137,COC1=CC=C(C=C1)P(=S)(N2CCOCC2)S.C1COCCN1
ha-1004,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCN=C(N)N
ha-1077,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
hesperetin,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
hesperidin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
hexachlorophene,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
hexahydro-sila-diphenidol,C1CCC(CC1)[Si](CCCN2CCCCC2)(C3=CC=CC=C3)O
hf,[Hf]
hf-hq,
hispidol,C1=CC(=CC=C1C=C2C(=O)C3=C(O2)C=C(C=C3)O)O
histidine,C1=C(NC=N1)CC(C(=O)O)N
holothuria scabra extract,
homocysteine,C(CS)C(C(=O)O)N
hon tsai tai extract,
huan shao dan,
huminfeed,
huperzine a,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
hydralazine,C1=CC=C2C(=C1)C=NN=C2NN
hydrocortisone,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
hydrocortisone acetate,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
hydrogen iodide,I
hydrogen sulphide,S
hydroxylamine hydrochloride,NO.Cl
hydroxyprogesterone caproate,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
hypotaurine,C(CS(=O)O)N
i-bet,
ibet,
ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
icariin,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O
ikarugamycin,CCC1C(CC2C1C=CC3C2CC4C3CC=CC(=O)NCCCC5C(=O)C(=C(C=C4)O)C(=O)N5)C
imatinib mesylate,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ims2186,CC1=CC2=C(C=C1)OCC(=CC3=CC(=C(C=C3)OC)O)C2=O
indirubin,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O
indole,C1=CC=C2C(=C1)C=CN2
indole-3-acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O
indolepropionamide,C1=CC=C2C(=C1)C(=CN2)CCC(=O)N
indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
inositol,C1(C(C(C(C(C1O)O)O)O)O)O
int-767d (fxr/tgr5 agonist),
inulin,
iodine,II
iodoform,C(I)(I)I
ip6,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
isoleucine,CCC(C)C(C(=O)O)N
isoprenol,CC(=C)CCO
isorhamnetin,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
isosilybin a/b,
isrib,C1CC(CCC1NC(=O)COC2=CC=C(C=C2)Cl)NC(=O)COC3=CC=C(C=C3)Cl
itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
ivabradine,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC
ivermectin,
j147,CC1=CC(=C(C=C1)N(C(=O)C(F)(F)F)N=CC2=CC(=CC=C2)OC)C
jania acutilobum extract,
jjh221,
jjh248,
jjh250,
jjh253,
jjh254,C1CN(CCC1CCC2=CC=C(C=C2)Cl)C(=O)ON3C(=O)C4CN(CCN4C3=O)C(=O)N5CCOCC5
jjh322,
jjh331,
jmn21,
js-k,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]
jsk,C1C(C(C(N1)CN2C=C(N=N2)C3=CC=C(C=C3)OCCOCCN=[N+]=N)O)O
jt271-3,
juglone,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O
jujube fruit extract,
jw1036,
jw1038,
jw1039,
jw480,CC(C)C1=CC=CC=C1OC(=O)NCCC2=CC3=CC=CC=C3C=C2
jw651,C1CN(CCN1C(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)C(=O)OC(C(F)(F)F)C(F)(F)F
kaempferol,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
kanamycin a sulfate,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O
kc01,CCCCCCCCCCCCCC1C(=CCCCCC(=O)N)C(=O)O1
kc02,C1=CC=C(C=C1)CCC2C(=CCCCCC(=O)N)C(=O)O2
kc03,
kc07,
kenpaullone,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br
ketanserin tartrate,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O.C(C(C(=O)O)O)(C(=O)O)O
kinetin,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
klh40-1,
klh45b,C1CCC(CC1)N(CCC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)OC(F)(F)F
klh46,
kml29,C1CN(CCC1C(C2=CC3=C(C=C2)OCO3)(C4=CC5=C(C=C4)OCO5)O)C(=O)OC(C(F)(F)F)C(F)(F)F
kn-93,CN(CC=CC1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC
korean mistletoe extract,
krill oil,
kt109,C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)C5=CC=CC=C5
kt116,
kt117,
kt120,
kt135,
kt138,
kt140,
kt167,
kt170,
kt172,COC1=CC=CC=C1C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4CC5=CC=CC=C5
kt186,
kt195,COC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4C5=CC=CC=C5
kt203,C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)C5=CC(=CC=C5)C(=O)O
ku0063794,CC1CN(CC(O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5
kynurenic acid,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
l-carnitine,C[N+](C)(C)CC(CC(=O)[O-])O
l-deprenyl,CC(CC1=CC=CC=C1)N(C)CC#C
l-glu-l-trp dipeptide,
l-gulonolactone,C(C(C1C(C(C(=O)O1)O)O)O)O
l-histidine methyl ester,COC(=O)C(CC1=CN=CN1)N
l-theanine,CCNC(=O)CCC(C(=O)O)N
l-thyroxine sodium,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)[O-])N.[Na+]
l-valine,CC(C)C(C(=O)O)N
l2-cmu (igf-1r antagonist),
lactic acid,CC(C(=O)O)O
lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
lappaol c,COC1=CC(=CC(=C1O)C(CO)C(C2=CC(=C(C=C2)O)OC)O)CC3COC(=O)C3CC4=CC(=C(C=C4)O)OC
lappaol f,COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)O)OC)CC4COC(=O)C4CC5=CC6=C(C(=C5)OC)OC(C6CO)C7=CC(=C(C=C7)O)OC
lead acetate,
leucine,CC(C)CC(C(=O)O)N
levodopa,C1=CC(=C(C=C1CC(C(=O)O)N)O)O
levosulpiride,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
lfm-a13,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O
licochalcone a,CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O
limonin,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C
lithium chloride,[Li+].[Cl-]
lithocholic acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
liuwei dihuang wan,
lomefloxacin hydrochloride,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl
lonicera japonica extract,
lonidamine,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O
loratadine,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
lorglumide sodium,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+]
losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
lovastin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
lovaza,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC
loxapine,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
loxapine succinate,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O
ludwigia octovalvis extract,
lutein,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C
luteolin,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
"ly-165,163",C1CN(CCN1CCC2=CC=C(C=C2)N)C3=CC=CC(=C3)C(F)(F)F
ly-294002,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
"ly-367,265",C1CC2=C3C(=CC=C2)N(S(=O)(=O)N3C1)CCN4CCC(=CC4)C5=CNC6=C5C=CC(=C6)F
ly165_163,
ly444711 (ghs-r1a agonist),
lysine,C(CCN)CC(C(=O)O)N
m084,CCCCNC1=NC2=CC=CC=C2N1
magnesium chloride,[Mg+2].[Cl-].[Cl-]
magnesium l-thiazolidine-4-carboxylate,
mahma-nonoate,C[NH2+]CCCCCCN(C)[N+](=N[O-])[O-]
malate,C(C(C(=O)O)O)C(=O)O
maltose,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
marine collagen peptides,
matairesinol,COC1=C(C=CC(=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)O
"mebhydroline 1,5-napthalenedisulfonate",
meclizine,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
meclofenoxate,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl
medium-chain triglyceride oil,
melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
memantine hydrochloride,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
menadione,CC1=CC(=O)C2=CC=CC=C2C1=O
mercuric chloride,Cl[Hg]Cl
metamizole,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O
metergoline,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
metformin,CN(C)C(=N)N=C(N)N
methanol,CO
methionine,CSCCC(C(=O)O)N
methoxycatechol,
methoxypsoralen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
"methyl 3,4-dihydroxybenzoate",COC(=O)C1=CC(=C(C=C1)O)O
methylbenzethonium cl,
methylene blue,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
methylergonovine maleate,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=CC(=O)O)C(=O)O
methylmercury acetate,CC(=O)O[Hg]C
metolazone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
mg624,CC[N+](CC)(CC)CCOC1=CC=C(C=C1)C=CC2=CC=CC=C2.[I-]
mianserin,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
mif098 (cd74 antagonist),
mifepristone,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
milnacipran hydrochloride,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl
minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
minocycline hydrochloride,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl
mitoq,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)[O-]
mjn200,
mjn202,
monorden,CC1CC2C(O2)C=CC=CC(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1
morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
morpholinosydnonimine hcl,
mptp,CN1CCC(=CC1)C2=CC=CC=C2
mulberry extract,
mussel extract,
mycophenolic acid,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O
myleran,CS(=O)(=O)OCCCCOS(=O)(=O)C
myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
myriocin,CCCCCCC(=O)CCCCCCC=CCC(C(C(CO)(C(=O)O)N)O)O
myxothiazol,CC(C)C=CC=CC(C)C1=NC(=CS1)C2=NC(=CS2)C=CC(C(C)C(=CC(=O)N)OC)OC
n-(2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,COC1=CC=CC(=C1)C(=O)NCCN2CCN(CC2)C3=CC=C(C=C3)Cl
n-(3-(aminomethyl)benzyl)acetamidine,CC(=NCC1=CC=CC(=C1)CN)N
n-acetyl serine,
n-acetyl-l-cysteine,CC(=O)NC(CS)C(=O)O
n-acetyl-l-histidine,CC(=O)NC(CC1=CN=CN1)C(=O)O
n-acetylglucosamine,CC(=O)NC(C=O)C(C(C(CO)O)O)O
n-nitrosodimethylamine,CN(C)N=O
n-tert-butyl-alpha-phenylnitrone,CC(C)(C)[N+](=CC1=CC=CC=C1)[O-]
n6-benzyladenine,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3
n6-isopentenyladenine,CC(=CCNC1=NC=NC2=C1NC=N2)C
nafadotride,CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC
naftopidil dihydrochloride,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O.Cl.Cl
naphthazarin,C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O
naproxen,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
naringenin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
naringin,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
nebirapine,
nebivolol,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
nectarine extract,
nicardipine hydrochloride,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl
nickelous acetate,CC(=O)[O-].CC(=O)[O-].[Ni+2]
nicolsamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
